t	soc	u	cost	cumCost
154	0.5175	0.2	-1.078	715.49
155	0.571	0.9	0.8843	716.38
156	0.6007	0.5	-0.014	716.36
157	0.6244	0.4	2.4353	718.8
158	0.6113	-0.2	0.034	718.83
159	0.6113	0.0	-0.4678	718.37
160	0.6291	0.3	2.7854	721.15
161	0.6093	-0.3	-0.1509	721.0
162	0.6028	-0.1	0.9975	722.0
163	0.5962	-0.1	2.1237	724.12
164	0.5699	-0.4	1.6465	725.77
165	0.537	-0.5	1.7649	727.53
166	0.4909	-0.7	2.0714	729.6
167	0.4449	-0.7	3.1518	732.76
168	0.3791	-1.0	2.435	735.19
169	0.3133	-1.0	3.2857	738.48
170	0.2475	-1.0	4.2043	742.68
171	0.1817	-1.0	5.3643	748.05
172	0.1159	-1.0	5.5619	753.61
173	0.0501	-1.0	6.6578	760.27
174	0.0041	-0.7	6.137	766.4
175	0.0041	0.0	9.3851	775.79
176	0.0041	0.0	9.8724	785.66
177	0.0041	0.0	9.8701	795.53
178	0.0041	0.0	9.5541	805.08
179	0.0041	0.0	9.4307	814.51
180	0.0041	0.0	9.1668	823.68
181	0.0041	0.0	9.2768	832.96
182	0.0041	0.0	9.3907	842.35
183	0.0041	0.0	9.468	851.82
184	0.0041	0.0	9.6156	861.43
185	0.0041	0.0	9.521	870.95
186	0.0041	0.0	9.3777	880.33
187	0.0041	0.0	9.2679	889.6
188	0.0041	0.0	9.2798	898.88
189	0.0635	1.0	9.5459	908.43
190	0.1228	1.0	9.4553	917.88
191	0.1822	1.0	9.4618	927.34
192	0.2416	1.0	9.391	936.73
193	0.301	1.0	9.2875	946.02
194	0.3603	1.0	9.4313	955.45
195	0.4197	1.0	9.4102	964.86
196	0.4791	1.0	9.4623	974.32
197	0.5385	1.0	9.3919	983.72
198	0.5978	1.0	9.3144	993.03
199	0.6572	1.0	9.3882	1002.42
200	0.7166	1.0	9.4086	1011.83
201	0.776	1.0	9.5004	1021.33
202	0.8353	1.0	9.4041	1030.73
203	0.8947	1.0	9.5102	1040.24
204	0.9541	1.0	9.4624	1049.7
205	0.9956	0.7	8.7032	1058.41
206	0.9956	0.0	6.9686	1065.38
207	0.9956	0.0	7.0697	1072.45
208	0.9956	0.0	7.1425	1079.59
209	0.9956	0.0	6.9567	1086.55
210	0.9956	0.0	7.0477	1093.59
211	0.9956	0.0	7.0716	1100.66
212	0.9956	0.0	7.0539	1107.72
213	0.9956	0.0	7.0023	1114.72
214	0.9956	0.0	7.1111	1121.83
215	0.9956	0.0	6.9932	1128.83
216	0.9956	0.0	7.0036	1135.83
217	0.9956	0.0	7.0442	1142.87
218	0.9956	0.0	6.9528	1149.83
219	0.9956	0.0	6.9072	1156.73
220	0.9956	0.0	7.6104	1164.34
221	0.9299	-1.0	6.7151	1171.06
222	0.8641	-1.0	6.5356	1177.59
223	0.7983	-1.0	6.3209	1183.92
224	0.7325	-1.0	6.7946	1190.71
225	0.6667	-1.0	6.7041	1197.41
226	0.6009	-1.0	6.2606	1203.67
227	0.5351	-1.0	5.4188	1209.09
228	0.4693	-1.0	4.2744	1213.37
229	0.4693	0.0	5.7673	1219.13
230	0.4035	-1.0	1.302	1220.44
231	0.3377	-1.0	-0.1212	1220.32
232	0.272	-1.0	-0.4332	1219.88
233	0.2325	-0.6	0.9359	1220.82
234	0.1667	-1.0	-1.3687	1219.45
235	0.147	-0.3	-0.9939	1218.46
236	0.1272	-0.3	-1.1479	1217.31
237	0.145	0.3	-0.7037	1216.6
238	0.1253	-0.3	-1.6987	1214.91
239	0.149	0.4	-0.2718	1214.63
240	0.1096	-0.6	-1.9271	1212.71
241	0.1214	0.2	-0.6315	1212.08
242	0.1149	-0.1	-0.4303	1211.64
243	0.1149	0.0	-0.2129	1211.43
244	0.1267	0.2	-1.2219	1210.21
245	0.1861	1.0	-0.8091	1209.4
246	0.2455	1.0	-1.0941	1208.31
247	0.3049	1.0	-0.3841	1207.92
248	0.3642	1.0	-0.8191	1207.1
249	0.4236	1.0	1.2097	1208.31
250	0.4474	0.4	0.7873	1209.1
251	0.4652	0.3	0.8618	1209.96
252	0.4652	0.0	-1.1831	1208.78
253	0.5127	0.8	1.6141	1210.39
254	0.5305	0.3	-0.299	1210.09
255	0.5602	0.5	1.3964	1211.49
256	0.5661	0.1	1.1054	1212.6
257	0.5661	0.0	2.5137	1215.11
258	0.5332	-0.5	-0.0452	1215.06
259	0.5266	-0.1	2.6057	1217.67
260	0.5003	-0.4	2.9025	1220.57
261	0.4411	-0.9	2.523	1223.1
262	0.3753	-1.0	2.9613	1226.06
263	0.3095	-1.0	3.6072	1229.66
264	0.2437	-1.0	3.8536	1233.52
265	0.178	-1.0	4.4539	1237.97
266	0.1122	-1.0	5.0269	1243.0
267	0.0464	-1.0	6.3544	1249.35
268	0.0003	-0.7	8.2857	1257.64
269	0.0003	0.0	10.4476	1268.09
270	0.0003	0.0	8.4862	1276.57
271	0.0003	0.0	9.3511	1285.92
272	0.0003	0.0	9.3904	1295.31
273	0.0003	0.0	9.755	1305.07
274	0.0003	0.0	9.7538	1314.82
275	0.0003	0.0	9.5722	1324.4
276	0.0003	0.0	9.4541	1333.85
277	0.0003	0.0	9.3906	1343.24
278	0.0003	0.0	9.5313	1352.77
279	0.0003	0.0	9.5477	1362.32
280	0.0003	0.0	9.407	1371.73
281	0.0003	0.0	9.9642	1381.69
282	0.0003	0.0	10.2245	1391.91
283	0.0003	0.0	10.0144	1401.93
284	0.0003	0.0	9.8408	1411.77
285	0.0597	1.0	9.9259	1421.7
286	0.1191	1.0	9.99	1431.69
287	0.1785	1.0	9.8414	1441.53
288	0.2378	1.0	9.6986	1451.23
289	0.2972	1.0	9.648	1460.87
290	0.3566	1.0	9.8804	1470.75
291	0.416	1.0	9.8939	1480.65
292	0.4753	1.0	9.7319	1490.38
293	0.5347	1.0	9.8953	1500.28
294	0.5941	1.0	9.5986	1509.87
295	0.6535	1.0	9.6327	1519.51
296	0.7128	1.0	9.4461	1528.95
297	0.7722	1.0	9.6372	1538.59
298	0.8316	1.0	9.5177	1548.11
299	0.891	1.0	9.6274	1557.73
300	0.9503	1.0	9.5733	1567.31
301	0.9978	0.8	9.0126	1576.32
302	0.9978	0.0	6.9619	1583.28
303	0.9978	0.0	7.0489	1590.33
304	0.9978	0.0	6.8573	1597.19
305	0.9978	0.0	7.0024	1604.19
306	0.9978	0.0	7.0972	1611.29
307	0.9978	0.0	7.0337	1618.32
308	0.9978	0.0	7.0288	1625.35
309	0.9978	0.0	7.0265	1632.38
310	0.9978	0.0	7.2154	1639.59
311	0.9978	0.0	7.1008	1646.69
312	0.9978	0.0	7.1125	1653.81
313	0.9978	0.0	7.0984	1660.9
314	0.9978	0.0	6.9798	1667.88
315	0.9978	0.0	6.9746	1674.86
316	0.9978	0.0	7.6698	1682.53
317	0.932	-1.0	7.1963	1689.73
318	0.8662	-1.0	7.44	1697.17
319	0.8005	-1.0	8.4004	1705.57
320	0.7347	-1.0	8.2096	1713.78
321	0.6689	-1.0	8.1753	1721.95
322	0.6031	-1.0	7.5222	1729.47
323	0.5373	-1.0	6.5609	1736.03
324	0.4715	-1.0	5.4816	1741.52
325	0.4518	-0.3	6.8941	1748.41
326	0.386	-1.0	3.47	1751.88
327	0.3202	-1.0	2.7578	1754.64
328	0.2544	-1.0	2.0733	1756.71
329	0.1886	-1.0	0.7506	1757.46
330	0.1228	-1.0	0.2529	1757.71
331	0.057	-1.0	-0.212	1757.5
332	0.0044	-0.8	-0.1747	1757.33
333	0.0044	0.0	1.5563	1758.88
334	0.0044	0.0	1.2375	1760.12
335	0.0044	0.0	0.4137	1760.53
336	0.0044	0.0	0.5802	1761.11
337	0.0044	0.0	0.5059	1761.62
338	0.0044	0.0	0.0363	1761.66
339	0.0044	0.0	-0.2534	1761.4
340	0.0163	0.2	0.0646	1761.47
341	0.0282	0.2	2.6765	1764.14
342	0.0018	-0.4	-1.205	1762.94
343	0.0493	0.8	1.3405	1764.28
344	0.079	0.5	1.5789	1765.86
345	0.0909	0.2	-0.0232	1765.84
346	0.1087	0.3	1.1153	1766.95
347	0.1265	0.3	1.6528	1768.6
348	0.1265	0.0	0.2072	1768.81
349	0.1384	0.2	4.854	1773.67
350	0.0792	-0.9	-0.7614	1772.9
351	0.0851	0.1	1.7925	1774.7
352	0.0786	-0.1	4.3141	1779.01
353	0.0193	-0.9	0.9467	1779.96
354	0.0062	-0.2	2.6615	1782.62
355	0.0062	0.0	4.4773	1787.1
356	0.0062	0.0	4.7363	1791.83
357	0.0062	0.0	5.8113	1797.64
358	0.0062	0.0	7.0802	1804.72
359	0.0062	0.0	7.2066	1811.93
360	0.0062	0.0	6.4923	1818.42
361	0.0062	0.0	8.4649	1826.89
362	0.0062	0.0	9.5779	1836.47
363	0.0062	0.0	9.5588	1846.02
364	0.0062	0.0	10.2664	1856.29
365	0.0062	0.0	10.5242	1866.81
366	0.0062	0.0	8.3843	1875.2
367	0.0062	0.0	8.9534	1884.15
368	0.0062	0.0	9.1221	1893.27
369	0.0062	0.0	9.2089	1902.48
370	0.0062	0.0	9.2954	1911.78
371	0.0062	0.0	9.429	1921.21
372	0.0062	0.0	9.7193	1930.93
373	0.0062	0.0	9.4095	1940.34
374	0.0062	0.0	9.3493	1949.69
375	0.0062	0.0	9.2455	1958.93
376	0.0062	0.0	9.4936	1968.43
377	0.0062	0.0	9.466	1977.89
378	0.0062	0.0	9.6414	1987.53
379	0.0062	0.0	9.4683	1997.0
380	0.0062	0.0	8.935	2005.94
381	0.0656	1.0	9.3091	2015.25
382	0.1249	1.0	9.3178	2024.56
383	0.1843	1.0	9.3395	2033.9
384	0.2437	1.0	9.3313	2043.23
385	0.3031	1.0	9.3367	2052.57
386	0.3624	1.0	9.5494	2062.12
387	0.4218	1.0	9.4914	2071.61
388	0.4812	1.0	9.3527	2080.96
389	0.5406	1.0	9.4794	2090.44
390	0.5999	1.0	9.4233	2099.87
391	0.6593	1.0	9.4069	2109.27
392	0.7187	1.0	9.4726	2118.75
393	0.7781	1.0	9.4754	2128.22
394	0.8374	1.0	9.5206	2137.74
395	0.8968	1.0	9.4584	2147.2
396	0.9562	1.0	9.471	2156.67
397	0.9977	0.7	8.7343	2165.41
398	0.9977	0.0	6.8864	2172.29
399	0.9977	0.0	7.0936	2179.39
400	0.9977	0.0	7.0303	2186.42
401	0.9977	0.0	6.9765	2193.39
402	0.9977	0.0	7.0342	2200.43
403	0.9977	0.0	7.0096	2207.44
404	0.9977	0.0	7.1053	2214.54
405	0.9977	0.0	7.0185	2221.56
406	0.9977	0.0	7.1385	2228.7
407	0.9977	0.0	6.9936	2235.69
408	0.9977	0.0	6.8429	2242.54
409	0.9977	0.0	7.0866	2249.62
410	0.9977	0.0	7.0593	2256.68
411	0.9977	0.0	7.1074	2263.79
412	0.9977	0.0	7.8719	2271.66
413	0.932	-1.0	7.3136	2278.97
414	0.8662	-1.0	7.3828	2286.36
415	0.8004	-1.0	8.7053	2295.06
416	0.7346	-1.0	9.514	2304.58
417	0.6688	-1.0	9.873	2314.45
418	0.603	-1.0	9.8194	2324.27
419	0.5372	-1.0	9.685	2333.95
420	0.4714	-1.0	4.4694	2338.42
421	0.4649	-0.1	4.5537	2342.98
422	0.3991	-1.0	-0.4449	2342.53
423	0.3333	-1.0	3.8396	2346.37
424	0.2675	-1.0	0.5699	2346.94
425	0.2017	-1.0	-0.0645	2346.88
426	0.1359	-1.0	-1.6554	2345.22
427	0.1227	-0.2	2.4254	2347.65
428	0.057	-1.0	2.8351	2350.48
429	0.0043	-0.8	4.7231	2355.21
430	0.0043	0.0	5.8962	2361.1
431	0.0043	0.0	2.5491	2363.65
432	0.0043	0.0	-1.0448	2362.61
433	0.0162	0.2	-0.1341	2362.47
434	0.003	-0.2	-2.2116	2360.26
435	0.0624	1.0	-0.5748	2359.69
436	0.1218	1.0	-0.8168	2358.87
437	0.1812	1.0	-0.8685	2358.0
438	0.2405	1.0	2.3693	2360.37
439	0.2702	0.5	-1.3696	2359.0
440	0.3296	1.0	-0.6331	2358.37
441	0.389	1.0	-0.8468	2357.52
442	0.4484	1.0	-1.1493	2356.37
443	0.5077	1.0	-0.5957	2355.77
444	0.5671	1.0	12.8837	2368.66
445	0.5013	-1.0	9.6687	2378.33
446	0.4355	-1.0	9.5462	2387.87
447	0.3697	-1.0	10.3246	2398.2
448	0.3039	-1.0	10.3415	2408.54
449	0.2382	-1.0	9.425	2417.96
450	0.1724	-1.0	8.4948	2426.46
451	0.1066	-1.0	7.6038	2434.06
452	0.0408	-1.0	7.3158	2441.38
453	0.0013	-0.6	8.1151	2449.49
454	0.0013	0.0	9.083	2458.58
455	0.0013	0.0	9.9645	2468.54
456	0.0013	0.0	9.1943	2477.74
457	0.0013	0.0	8.6094	2486.35
458	0.0013	0.0	9.1727	2495.52
459	0.0013	0.0	9.4513	2504.97
460	0.0013	0.0	10.4195	2515.39
461	0.0013	0.0	10.3106	2525.7
462	0.0013	0.0	8.0865	2533.79
463	0.0013	0.0	8.7851	2542.57
464	0.0013	0.0	9.0818	2551.65
465	0.0013	0.0	9.0407	2560.69
466	0.0013	0.0	9.4684	2570.16
467	0.0013	0.0	9.2826	2579.44
468	0.0013	0.0	9.3091	2588.75
469	0.0013	0.0	9.2722	2598.03
470	0.0013	0.0	9.3686	2607.39
471	0.0013	0.0	9.1518	2616.55
472	0.0013	0.0	9.1033	2625.65
473	0.0013	0.0	9.0107	2634.66
474	0.0013	0.0	9.3123	2643.97
475	0.0013	0.0	9.0968	2653.07
476	0.0013	0.0	9.1344	2662.2
477	0.0607	1.0	9.4501	2671.65
478	0.1201	1.0	9.4001	2681.05
479	0.1794	1.0	9.4303	2690.48
480	0.2388	1.0	9.3004	2699.78
481	0.2982	1.0	9.4162	2709.2
482	0.3576	1.0	9.4707	2718.67
483	0.4169	1.0	9.3638	2728.04
484	0.4763	1.0	9.3425	2737.38
485	0.5357	1.0	9.3811	2746.76
486	0.5951	1.0	9.2994	2756.06
487	0.6544	1.0	9.4063	2765.46
488	0.7138	1.0	9.3692	2774.83
489	0.7732	1.0	9.4096	2784.24
490	0.8326	1.0	9.3959	2793.64
491	0.8919	1.0	9.3424	2802.98
492	0.9513	1.0	9.322	2812.3
493	0.9988	0.8	8.9923	2821.3
494	0.9988	0.0	7.1248	2828.42
495	0.9988	0.0	7.0453	2835.47
496	0.9988	0.0	6.9986	2842.46
497	0.9988	0.0	7.0119	2849.48
498	0.9988	0.0	7.0049	2856.48
499	0.9988	0.0	7.1488	2863.63
500	0.9988	0.0	6.8356	2870.47
501	0.9988	0.0	7.092	2877.56
502	0.9988	0.0	7.0678	2884.63
503	0.9988	0.0	6.9842	2891.61
504	0.9988	0.0	7.1696	2898.78
505	0.9988	0.0	7.0142	2905.79
506	0.9988	0.0	7.1554	2912.95
507	0.9988	0.0	7.0161	2919.97
508	0.9988	0.0	6.7349	2926.7
509	0.933	-1.0	5.4054	2932.11
510	0.8672	-1.0	4.8175	2936.92
511	0.8014	-1.0	4.2368	2941.16
512	0.7357	-1.0	3.3251	2944.48
513	0.6699	-1.0	2.1705	2946.66
514	0.6041	-1.0	1.1596	2947.81
515	0.5383	-1.0	0.0047	2947.82
516	0.4725	-1.0	-0.3712	2947.45
517	0.4133	-0.9	-0.6866	2946.76
518	0.3672	-0.7	-0.9406	2945.82
519	0.308	-0.9	-1.389	2944.43
520	0.2883	-0.3	-1.0601	2943.37
521	0.2942	0.1	-0.7972	2942.57
522	0.2942	0.0	-1.3023	2941.27
523	0.2942	0.0	-1.598	2939.67
524	0.2876	-0.1	-1.976	2937.7
525	0.3173	0.5	-1.3859	2936.31
526	0.347	0.5	-1.6261	2934.69
527	0.3886	0.7	-1.5521	2933.13
528	0.3945	0.1	-2.47	2930.66
529	0.3879	-0.1	-2.8366	2927.83
530	0.4473	1.0	-1.444	2926.38
531	0.5067	1.0	-1.5675	2924.82
532	0.5661	1.0	-1.6154	2923.2
533	0.6254	1.0	-1.9063	2921.29
534	0.6848	1.0	-1.8377	2919.46
535	0.7442	1.0	-1.962	2917.49
536	0.8036	1.0	-1.5014	2915.99
537	0.8629	1.0	-1.8428	2914.15
538	0.9223	1.0	-1.7241	2912.43
539	0.9817	1.0	-1.4353	2910.99
540	0.9995	0.3	0.0387	2911.03
541	0.9995	0.0	-1.3454	2909.68
542	0.9995	0.0	-2.4776	2907.21
543	0.9995	0.0	2.6618	2909.87
544	0.9535	-0.7	-0.1331	2909.74
545	0.9337	-0.3	-1.2857	2908.45
546	0.9634	0.5	2.4869	2910.94
547	0.9568	-0.1	-0.2975	2910.64
548	0.9568	0.0	-0.6768	2909.96
549	0.9628	0.1	-0.2521	2909.71
550	0.9687	0.1	0.5485	2910.26
551	0.9687	0.0	0.9076	2911.17
552	0.9555	-0.2	1.9937	2913.16
553	0.9226	-0.5	2.2465	2915.41
554	0.87	-0.8	2.2539	2917.66
555	0.8042	-1.0	2.3059	2919.97
556	0.7384	-1.0	3.9304	2923.9
557	0.6726	-1.0	5.3041	2929.2
558	0.6069	-1.0	5.192	2934.39
559	0.5411	-1.0	5.4736	2939.87
560	0.4753	-1.0	5.547	2945.41
561	0.4161	-0.9	6.0603	2951.47
562	0.3503	-1.0	5.8276	2957.3
563	0.2845	-1.0	6.0013	2963.3
564	0.2187	-1.0	5.8941	2969.2
565	0.199	-0.3	8.1358	2977.33
566	0.1332	-1.0	5.9724	2983.31
567	0.0674	-1.0	5.8593	2989.16
568	0.0148	-0.8	6.5761	2995.74
569	0.0016	-0.2	8.5173	3004.26
570	0.0016	0.0	9.0982	3013.36
571	0.0016	0.0	9.0844	3022.44
572	0.0016	0.0	9.112	3031.55
573	0.061	1.0	9.434	3040.99
574	0.1203	1.0	9.4545	3050.44
575	0.1797	1.0	9.3757	3059.82
576	0.2391	1.0	9.4382	3069.25
577	0.2985	1.0	9.4901	3078.74
578	0.3578	1.0	9.3911	3088.14
579	0.4172	1.0	9.4312	3097.57
580	0.4766	1.0	9.457	3107.02
581	0.536	1.0	9.4376	3116.46
582	0.5953	1.0	9.3358	3125.8
583	0.6547	1.0	9.4733	3135.27
584	0.7141	1.0	9.3638	3144.63
585	0.7735	1.0	9.4289	3154.06
586	0.8328	1.0	9.3758	3163.44
587	0.8922	1.0	9.3552	3172.79
588	0.9516	1.0	9.6278	3182.42
589	0.9991	0.8	9.016	3191.44
590	0.9991	0.0	7.0219	3198.46
591	0.9991	0.0	7.035	3205.5
592	0.9991	0.0	7.1601	3212.66
593	0.9991	0.0	7.078	3219.73
594	0.9991	0.0	7.1649	3226.9
595	0.9991	0.0	7.0681	3233.97
596	0.9991	0.0	7.0711	3241.04
597	0.9991	0.0	7.1111	3248.15
598	0.9991	0.0	7.1078	3255.26
599	0.9991	0.0	7.0314	3262.29
600	0.9991	0.0	7.0182	3269.31
601	0.9991	0.0	7.1188	3276.42
602	0.9991	0.0	7.0058	3283.43
603	0.9991	0.0	7.0292	3290.46
604	0.9991	0.0	6.6879	3297.15
605	0.9333	-1.0	5.348	3302.5
606	0.8675	-1.0	4.8713	3307.37
607	0.8017	-1.0	4.2621	3311.63
608	0.7359	-1.0	3.1235	3314.75
609	0.6701	-1.0	2.654	3317.41
610	0.6044	-1.0	3.3164	3320.72
611	0.5386	-1.0	0.5223	3321.25
612	0.4728	-1.0	-0.3599	3320.89
613	0.4136	-0.9	-0.5995	3320.29
614	0.3609	-0.8	-0.8917	3319.39
615	0.2951	-1.0	-1.5602	3317.83
616	0.2754	-0.3	-0.85	3316.98
617	0.2754	0.0	-0.8723	3316.11
618	0.2754	0.0	-1.2255	3314.89
619	0.2754	0.0	-1.4396	3313.45
620	0.2688	-0.1	-2.0278	3311.42
621	0.2985	0.5	-1.1816	3310.24
622	0.3163	0.3	-1.7347	3308.5
623	0.352	0.6	-1.9426	3306.56
624	0.3638	0.2	-2.8809	3303.68
625	0.3638	0.0	-1.9416	3301.74
626	0.3995	0.6	3.6376	3305.38
627	0.3995	0.0	-3.3895	3301.99
628	0.4588	1.0	-0.7077	3301.28
629	0.5182	1.0	-0.9716	3300.31
630	0.5776	1.0	-2.1629	3298.14
631	0.637	1.0	-1.6985	3296.44
632	0.6963	1.0	-1.7575	3294.69
633	0.7557	1.0	1.2551	3295.94
634	0.7854	0.5	-0.6527	3295.29
635	0.8091	0.4	-1.4104	3293.88
636	0.8507	0.7	-1.1318	3292.75
637	0.8804	0.5	1.4156	3294.16
638	0.8804	0.0	2.8803	3297.04
639	0.8409	-0.6	-1.1114	3295.93
640	0.8409	0.0	-1.3439	3294.59
641	0.8944	0.9	1.3911	3295.98
642	0.9181	0.4	4.882	3300.86
643	0.8655	-0.8	4.0722	3304.93
644	0.7997	-1.0	3.3444	3308.28
645	0.7339	-1.0	3.6974	3311.98
646	0.6681	-1.0	3.3215	3315.3
647	0.6023	-1.0	2.8241	3318.12
648	0.5365	-1.0	1.628	3319.75
649	0.4773	-0.9	3.0357	3322.78
650	0.4115	-1.0	2.2822	3325.07
651	0.3457	-1.0	4.2214	3329.29
652	0.2997	-0.7	5.7051	3334.99
653	0.2339	-1.0	5.1791	3340.17
654	0.1681	-1.0	5.6463	3345.82
655	0.1023	-1.0	5.6145	3351.43
656	0.0563	-0.7	6.9866	3358.42
657	0.0102	-0.7	6.7751	3365.19
658	0.0036	-0.1	8.6148	3373.81
659	0.0036	0.0	9.159	3382.97
660	0.0036	0.0	9.2194	3392.19
661	0.0036	0.0	9.028	3401.22
662	0.0036	0.0	9.1074	3410.32
663	0.0036	0.0	9.0627	3419.39
