t	soc	u	cost	cumCost
156	0.2259	0.0	-0.6703	761.58
157	0.2259	0.0	1.1603	762.74
158	0.2259	0.0	0.6715	763.41
159	0.2259	0.0	-0.4678	762.95
160	0.2062	-0.3	0.8729	763.82
161	0.1996	-0.1	0.2711	764.09
162	0.1864	-0.2	0.6787	764.77
163	0.1733	-0.2	1.805	766.57
164	0.1075	-1.0	-0.1095	766.46
165	0.068	-0.6	1.4462	767.91
166	0.0351	-0.5	2.7089	770.62
167	0.0022	-0.5	3.7893	774.41
168	0.0022	0.0	5.6225	780.03
169	0.0022	0.0	6.4732	786.5
170	0.0022	0.0	7.3918	793.9
171	0.0022	0.0	8.5518	802.45
172	0.0022	0.0	8.7494	811.2
173	0.0022	0.0	9.8453	821.04
174	0.0022	0.0	8.3683	829.41
175	0.0022	0.0	9.3851	838.8
176	0.0022	0.0	9.8724	848.67
177	0.0022	0.0	9.8701	858.54
178	0.0022	0.0	9.5541	868.09
179	0.0022	0.0	9.4307	877.52
180	0.0022	0.0	9.1668	886.69
181	0.0022	0.0	9.2768	895.97
182	0.0022	0.0	9.3907	905.36
183	0.0022	0.0	9.468	914.83
184	0.0022	0.0	9.6156	924.44
185	0.0022	0.0	9.521	933.96
186	0.0022	0.0	9.3777	943.34
187	0.0022	0.0	9.2679	952.61
188	0.0022	0.0	9.2798	961.89
189	0.0616	1.0	9.5459	971.43
190	0.121	1.0	9.4553	980.89
191	0.1803	1.0	9.4618	990.35
192	0.2397	1.0	9.391	999.74
193	0.2991	1.0	9.2875	1009.03
194	0.3585	1.0	9.4313	1018.46
195	0.4178	1.0	9.4102	1027.87
196	0.4772	1.0	9.4623	1037.33
197	0.5366	1.0	9.3919	1046.73
198	0.596	1.0	9.3144	1056.04
199	0.6553	1.0	9.3882	1065.43
200	0.7147	1.0	9.4086	1074.84
201	0.7741	1.0	9.5004	1084.34
202	0.8335	1.0	9.4041	1093.74
203	0.8928	1.0	9.5102	1103.25
204	0.9522	1.0	9.4624	1112.71
205	0.9997	0.8	8.947	1121.66
206	0.9997	0.0	6.9686	1128.63
207	0.9997	0.0	7.0697	1135.7
208	0.9997	0.0	7.1425	1142.84
209	0.9997	0.0	6.9567	1149.8
210	0.9997	0.0	7.0477	1156.85
211	0.9997	0.0	7.0716	1163.92
212	0.9997	0.0	7.0539	1170.97
213	0.9997	0.0	7.0023	1177.97
214	0.9997	0.0	7.1111	1185.08
215	0.9997	0.0	6.9932	1192.08
216	0.9997	0.0	7.0036	1199.08
217	0.9997	0.0	7.0442	1206.13
218	0.9997	0.0	6.9528	1213.08
219	0.9997	0.0	6.9072	1219.99
220	0.9997	0.0	7.6104	1227.6
221	0.9997	0.0	9.9026	1237.5
222	0.9997	0.0	9.7231	1247.22
223	0.9997	0.0	9.5084	1256.73
224	0.9471	-0.8	7.4321	1264.16
225	0.901	-0.7	7.6603	1271.82
226	0.8945	-0.1	9.1293	1280.95
227	0.8945	0.0	8.6063	1289.56
228	0.8945	0.0	7.4619	1297.02
229	0.8945	0.0	5.7673	1302.79
230	0.8945	0.0	4.4895	1307.28
231	0.8945	0.0	2.8933	1310.17
232	0.8945	0.0	2.1354	1312.31
233	0.8945	0.0	2.8484	1315.15
234	0.8945	0.0	-0.0562	1315.1
235	0.8945	0.0	-0.6001	1314.5
236	0.8813	-0.2	-1.0166	1313.48
237	0.8616	-0.3	-1.4912	1311.99
238	0.8287	-0.5	-1.9612	1310.03
239	0.7958	-0.5	-1.4531	1308.58
240	0.73	-1.0	-2.4521	1306.12
241	0.6642	-1.0	-2.2065	1303.92
242	0.5984	-1.0	-1.6116	1302.31
243	0.5326	-1.0	-1.5254	1300.78
244	0.4668	-1.0	-2.7969	1297.98
245	0.401	-1.0	-3.4341	1294.55
246	0.3352	-1.0	-3.7191	1290.83
247	0.2958	-0.6	-2.4841	1288.35
248	0.2431	-0.8	-3.1816	1285.16
249	0.2168	-0.4	-1.3394	1283.82
250	0.1971	-0.3	-0.5945	1283.23
251	0.1971	0.0	-0.0389	1283.19
252	0.1971	0.0	-1.1831	1282.01
253	0.1905	-0.1	-0.5166	1281.49
254	0.1839	-0.1	-0.824	1280.67
255	0.1839	0.0	-0.0812	1280.59
256	0.1642	-0.3	-0.0699	1280.52
257	0.1576	-0.1	2.195	1282.71
258	0.1379	-0.3	0.5278	1283.24
259	0.105	-0.5	1.3307	1284.57
260	0.0524	-0.8	1.6275	1286.2
261	0.0063	-0.7	3.1605	1289.36
262	0.0063	0.0	6.1488	1295.51
263	0.0063	0.0	6.7947	1302.3
264	0.0063	0.0	7.0411	1309.34
265	0.0063	0.0	7.6414	1316.98
266	0.0063	0.0	8.2144	1325.2
267	0.0063	0.0	9.5419	1334.74
268	0.0063	0.0	10.517	1345.26
269	0.0063	0.0	10.4476	1355.7
270	0.0063	0.0	8.4862	1364.19
271	0.0063	0.0	9.3511	1373.54
272	0.0063	0.0	9.3904	1382.93
273	0.0063	0.0	9.755	1392.69
274	0.0063	0.0	9.7538	1402.44
275	0.0063	0.0	9.5722	1412.01
276	0.0063	0.0	9.4541	1421.47
277	0.0063	0.0	9.3906	1430.86
278	0.0063	0.0	9.5313	1440.39
279	0.0063	0.0	9.5477	1449.94
280	0.0063	0.0	9.407	1459.34
281	0.0063	0.0	9.9642	1469.31
282	0.0063	0.0	10.2245	1479.53
283	0.0063	0.0	10.0144	1489.55
284	0.0063	0.0	9.8408	1499.39
285	0.0657	1.0	9.9259	1509.31
286	0.125	1.0	9.99	1519.3
287	0.1844	1.0	9.8414	1529.15
288	0.2438	1.0	9.6986	1538.84
289	0.3032	1.0	9.648	1548.49
290	0.3625	1.0	9.8804	1558.37
291	0.4219	1.0	9.8939	1568.27
292	0.4813	1.0	9.7319	1578.0
293	0.5407	1.0	9.8953	1587.89
294	0.6	1.0	9.5986	1597.49
295	0.6594	1.0	9.6327	1607.12
296	0.7188	1.0	9.4461	1616.57
297	0.7782	1.0	9.6372	1626.21
298	0.8375	1.0	9.5177	1635.73
299	0.8969	1.0	9.6274	1645.35
300	0.9563	1.0	9.5733	1654.93
301	0.9979	0.7	8.7688	1663.7
302	0.9979	0.0	6.9619	1670.66
303	0.9979	0.0	7.0489	1677.71
304	0.9979	0.0	6.8573	1684.56
305	0.9979	0.0	7.0024	1691.57
306	0.9979	0.0	7.0972	1698.66
307	0.9979	0.0	7.0337	1705.7
308	0.9979	0.0	7.0288	1712.73
309	0.9979	0.0	7.0265	1719.75
310	0.9979	0.0	7.2154	1726.97
311	0.9979	0.0	7.1008	1734.07
312	0.9979	0.0	7.1125	1741.18
313	0.9979	0.0	7.0984	1748.28
314	0.9979	0.0	6.9798	1755.26
315	0.9979	0.0	6.9746	1762.23
316	0.9979	0.0	7.6698	1769.9
317	0.9979	0.0	10.3838	1780.29
318	0.9979	0.0	10.6275	1790.91
319	0.9979	0.0	11.5879	1802.5
320	0.9452	-0.8	8.8471	1811.35
321	0.8992	-0.7	9.1315	1820.48
322	0.8992	0.0	10.7097	1831.19
323	0.8992	0.0	9.7484	1840.94
324	0.8992	0.0	8.6691	1849.61
325	0.8992	0.0	7.8503	1857.46
326	0.8926	-0.1	6.3387	1863.8
327	0.8926	0.0	5.9453	1869.74
328	0.8926	0.0	5.2608	1875.0
329	0.8926	0.0	3.9381	1878.94
330	0.8926	0.0	3.4404	1882.38
331	0.8926	0.0	2.6726	1885.05
332	0.8926	0.0	2.1258	1887.18
333	0.8926	0.0	1.5563	1888.74
334	0.8794	-0.2	0.6	1889.34
335	0.84	-0.6	-0.6171	1888.72
336	0.7742	-1.0	-1.0736	1887.65
337	0.7084	-1.0	-1.1042	1886.54
338	0.6426	-1.0	-1.2975	1885.24
339	0.5768	-1.0	-1.5659	1883.68
340	0.511	-1.0	-1.5484	1882.13
341	0.4452	-1.0	-0.4729	1881.66
342	0.3794	-1.0	-1.9925	1879.66
343	0.3137	-1.0	-1.8105	1877.85
344	0.261	-0.8	-1.0561	1876.8
345	0.2479	-0.2	-0.5482	1876.25
346	0.2084	-0.6	-0.722	1875.53
347	0.1952	-0.2	0.0591	1875.59
348	0.1952	0.0	0.2072	1875.79
349	0.1952	0.0	4.2165	1880.01
350	0.1952	0.0	1.0196	1881.03
351	0.1952	0.0	1.4738	1882.5
352	0.1952	0.0	4.6328	1887.14
353	0.1821	-0.2	3.178	1890.31
354	0.1689	-0.2	2.6615	1892.98
355	0.1294	-0.6	2.5648	1895.54
356	0.0834	-0.7	2.505	1898.05
357	0.0242	-0.9	2.9426	1900.99
358	0.0044	-0.3	6.1239	1907.11
359	0.0044	0.0	7.2066	1914.32
360	0.0044	0.0	6.4923	1920.81
361	0.0044	0.0	8.4649	1929.28
362	0.0044	0.0	9.5779	1938.85
363	0.0044	0.0	9.5588	1948.41
364	0.0044	0.0	10.2664	1958.68
365	0.0044	0.0	10.5242	1969.2
366	0.0044	0.0	8.3843	1977.59
367	0.0044	0.0	8.9534	1986.54
368	0.0044	0.0	9.1221	1995.66
369	0.0044	0.0	9.2089	2004.87
370	0.0044	0.0	9.2954	2014.17
371	0.0044	0.0	9.429	2023.6
372	0.0044	0.0	9.7193	2033.32
373	0.0044	0.0	9.4095	2042.73
374	0.0044	0.0	9.3493	2052.08
375	0.0044	0.0	9.2455	2061.32
376	0.0044	0.0	9.4936	2070.81
377	0.0044	0.0	9.466	2080.28
378	0.0044	0.0	9.6414	2089.92
379	0.0044	0.0	9.4683	2099.39
380	0.0044	0.0	8.935	2108.32
381	0.0638	1.0	9.3091	2117.63
382	0.1232	1.0	9.3178	2126.95
383	0.1826	1.0	9.3395	2136.29
384	0.2419	1.0	9.3313	2145.62
385	0.3013	1.0	9.3367	2154.96
386	0.3607	1.0	9.5494	2164.51
387	0.4201	1.0	9.4914	2174.0
388	0.4794	1.0	9.3527	2183.35
389	0.5388	1.0	9.4794	2192.83
390	0.5982	1.0	9.4233	2202.26
391	0.6576	1.0	9.4069	2211.66
392	0.7169	1.0	9.4726	2221.13
393	0.7763	1.0	9.4754	2230.61
394	0.8357	1.0	9.5206	2240.13
395	0.8951	1.0	9.4584	2249.59
396	0.9544	1.0	9.471	2259.06
397	0.996	0.7	8.7343	2267.79
398	0.996	0.0	6.8864	2274.68
399	0.996	0.0	7.0936	2281.77
400	0.996	0.0	7.0303	2288.8
401	0.996	0.0	6.9765	2295.78
402	0.996	0.0	7.0342	2302.82
403	0.996	0.0	7.0096	2309.83
404	0.996	0.0	7.1053	2316.93
405	0.996	0.0	7.0185	2323.95
406	0.996	0.0	7.1385	2331.09
407	0.996	0.0	6.9936	2338.08
408	0.996	0.0	6.8429	2344.92
409	0.996	0.0	7.0866	2352.01
410	0.996	0.0	7.0593	2359.07
411	0.996	0.0	7.1074	2366.18
412	0.996	0.0	7.8719	2374.05
413	0.996	0.0	10.5011	2384.55
414	0.996	0.0	10.5703	2395.12
415	0.9894	-0.1	11.5741	2406.69
416	0.9565	-0.5	11.1078	2417.8
417	0.9039	-0.8	10.5105	2428.31
418	0.8973	-0.1	12.6881	2441.0
419	0.8973	0.0	12.8725	2453.87
420	0.8973	0.0	7.6569	2461.53
421	0.8842	-0.2	4.235	2465.77
422	0.8776	-0.1	1.7884	2467.55
423	0.8776	0.0	7.0271	2474.58
424	0.8776	0.0	3.7574	2478.34
425	0.8776	0.0	3.0308	2481.37
426	0.8776	0.0	-0.3429	2481.03
427	0.8776	0.0	3.0629	2484.09
428	0.8578	-0.3	5.0663	2489.16
429	0.8381	-0.3	6.3169	2495.47
430	0.7986	-0.6	3.9837	2499.46
431	0.7592	-0.6	0.6366	2500.09
432	0.6934	-1.0	-2.3573	2497.74
433	0.6276	-1.0	-1.7091	2496.03
434	0.5618	-1.0	-3.2616	2492.76
435	0.496	-1.0	-3.1998	2489.57
436	0.4302	-1.0	-3.4418	2486.12
437	0.3644	-1.0	-3.4935	2482.63
438	0.2986	-1.0	-1.6494	2480.98
439	0.2394	-0.9	-3.2071	2477.77
440	0.2	-0.6	-2.7331	2475.04
441	0.1736	-0.4	-2.6843	2472.36
442	0.1342	-0.6	-3.2493	2469.11
443	0.0881	-0.7	-2.827	2466.28
444	0.0552	-0.5	8.1025	2474.38
445	0.0223	-0.5	11.2624	2485.64
446	0.0026	-0.3	11.7775	2497.42
447	0.0026	0.0	13.5121	2510.93
448	0.0026	0.0	13.529	2524.46
449	0.0026	0.0	12.6125	2537.08
450	0.0026	0.0	11.6823	2548.76
451	0.0026	0.0	10.7913	2559.55
452	0.0026	0.0	10.5033	2570.05
453	0.0026	0.0	10.0276	2580.08
454	0.0026	0.0	9.083	2589.16
455	0.0026	0.0	9.9645	2599.13
456	0.0026	0.0	9.1943	2608.32
457	0.0026	0.0	8.6094	2616.93
458	0.0026	0.0	9.1727	2626.1
459	0.0026	0.0	9.4513	2635.56
460	0.0026	0.0	10.4195	2645.97
461	0.0026	0.0	10.3106	2656.29
462	0.0026	0.0	8.0865	2664.37
463	0.0026	0.0	8.7851	2673.16
464	0.0026	0.0	9.0818	2682.24
465	0.0026	0.0	9.0407	2691.28
466	0.0026	0.0	9.4684	2700.75
467	0.0026	0.0	9.2826	2710.03
468	0.0026	0.0	9.3091	2719.34
469	0.0026	0.0	9.2722	2728.61
470	0.0026	0.0	9.3686	2737.98
471	0.0026	0.0	9.1518	2747.13
472	0.0026	0.0	9.1033	2756.24
473	0.0026	0.0	9.0107	2765.25
474	0.0026	0.0	9.3123	2774.56
475	0.0026	0.0	9.0968	2783.66
476	0.0026	0.0	9.1344	2792.79
477	0.062	1.0	9.4501	2802.24
478	0.1213	1.0	9.4001	2811.64
479	0.1807	1.0	9.4303	2821.07
480	0.2401	1.0	9.3004	2830.37
481	0.2995	1.0	9.4162	2839.79
482	0.3588	1.0	9.4707	2849.26
483	0.4182	1.0	9.3638	2858.62
484	0.4776	1.0	9.3425	2867.96
485	0.537	1.0	9.3811	2877.34
486	0.5963	1.0	9.2994	2886.64
487	0.6557	1.0	9.4063	2896.05
488	0.7151	1.0	9.3692	2905.42
489	0.7745	1.0	9.4096	2914.83
490	0.8338	1.0	9.3959	2924.23
491	0.8932	1.0	9.3424	2933.57
492	0.9526	1.0	9.322	2942.89
493	0.9941	0.7	8.7486	2951.64
494	0.9941	0.0	7.1248	2958.76
495	0.9941	0.0	7.0453	2965.81
496	0.9941	0.0	6.9986	2972.81
497	0.9941	0.0	7.0119	2979.82
498	0.9941	0.0	7.0049	2986.82
499	0.9941	0.0	7.1488	2993.97
500	0.9941	0.0	6.8356	3000.81
501	0.9941	0.0	7.092	3007.9
502	0.9941	0.0	7.0678	3014.97
503	0.9941	0.0	6.9842	3021.95
504	0.9941	0.0	7.1696	3029.12
505	0.9941	0.0	7.0142	3036.14
506	0.9941	0.0	7.1554	3043.29
507	0.9941	0.0	7.0161	3050.31
508	0.9941	0.0	6.7349	3057.04
509	0.9941	0.0	8.5929	3065.64
510	0.9941	0.0	8.005	3073.64
511	0.9941	0.0	7.4243	3081.06
512	0.9941	0.0	6.5126	3087.58
513	0.9941	0.0	5.358	3092.94
514	0.9941	0.0	4.3471	3097.28
515	0.9941	0.0	3.1922	3100.47
516	0.9941	0.0	2.2859	3102.76
517	0.9941	0.0	1.2012	3103.96
518	0.9941	0.0	-0.0219	3103.94
519	0.9941	0.0	-0.2077	3103.73
520	0.9941	0.0	-0.6664	3103.07
521	0.9941	0.0	-0.9285	3102.14
522	0.9941	0.0	-1.3023	3100.83
523	0.9941	0.0	-1.598	3099.24
524	0.9941	0.0	-1.8447	3097.39
525	0.9941	0.0	-2.0421	3095.35
526	0.9876	-0.1	-2.4136	3092.94
527	0.9415	-0.7	-3.3896	3089.55
528	0.8955	-0.7	-3.52	3086.03
529	0.8297	-1.0	-4.0179	3082.01
530	0.7639	-1.0	-4.069	3077.94
531	0.6981	-1.0	-4.1925	3073.75
532	0.6652	-0.5	-3.5841	3070.16
533	0.5994	-1.0	-4.5313	3065.63
534	0.5336	-1.0	-4.4627	3061.17
535	0.4678	-1.0	-4.587	3056.58
536	0.402	-1.0	-4.1264	3052.46
537	0.3428	-0.9	-4.3366	3048.12
538	0.2968	-0.7	-3.9554	3044.16
539	0.2639	-0.5	-3.404	3040.76
540	0.231	-0.5	-1.0341	3039.73
541	0.1981	-0.5	-2.0017	3037.72
542	0.1455	-0.8	-3.5276	3034.2
543	0.1191	-0.4	1.3868	3035.58
544	0.106	-0.2	1.2704	3036.85
545	0.106	0.0	-0.8919	3035.96
546	0.106	0.0	0.8932	3036.85
547	0.106	0.0	-0.1662	3036.69
548	0.106	0.0	-0.6768	3036.01
549	0.106	0.0	-0.3834	3035.63
550	0.106	0.0	0.2298	3035.86
551	0.106	0.0	0.9076	3036.77
552	0.0994	-0.1	2.3125	3039.08
553	0.0994	0.0	3.8403	3042.92
554	0.0994	0.0	4.8039	3047.72
555	0.0994	0.0	5.4934	3053.22
556	0.0862	-0.2	6.4804	3059.7
557	0.027	-0.9	5.6228	3065.32
558	0.0007	-0.4	7.1045	3072.42
559	0.0007	0.0	8.6611	3081.08
560	0.0007	0.0	8.7345	3089.82
561	0.0007	0.0	8.9291	3098.75
562	0.0007	0.0	9.0151	3107.76
563	0.0007	0.0	9.1888	3116.95
564	0.0007	0.0	9.0816	3126.03
565	0.0007	0.0	9.092	3135.13
566	0.0007	0.0	9.1599	3144.29
567	0.0007	0.0	9.0468	3153.33
568	0.0007	0.0	9.1261	3162.46
569	0.0007	0.0	9.1548	3171.61
570	0.0007	0.0	9.0982	3180.71
571	0.0007	0.0	9.0844	3189.8
572	0.0007	0.0	9.112	3198.91
573	0.0601	1.0	9.434	3208.34
574	0.1195	1.0	9.4545	3217.8
575	0.1788	1.0	9.3757	3227.17
576	0.2382	1.0	9.4382	3236.61
577	0.2976	1.0	9.4901	3246.1
578	0.357	1.0	9.3911	3255.49
579	0.4163	1.0	9.4312	3264.92
580	0.4757	1.0	9.457	3274.38
581	0.5351	1.0	9.4376	3283.82
582	0.5945	1.0	9.3358	3293.15
583	0.6538	1.0	9.4733	3302.63
584	0.7132	1.0	9.3638	3311.99
585	0.7726	1.0	9.4289	3321.42
586	0.832	1.0	9.3758	3330.8
587	0.8913	1.0	9.3552	3340.15
588	0.9507	1.0	9.6278	3349.78
589	0.9982	0.8	9.016	3358.79
590	0.9982	0.0	7.0219	3365.82
591	0.9982	0.0	7.035	3372.85
592	0.9982	0.0	7.1601	3380.01
593	0.9982	0.0	7.078	3387.09
594	0.9982	0.0	7.1649	3394.25
595	0.9982	0.0	7.0681	3401.32
596	0.9982	0.0	7.0711	3408.39
597	0.9982	0.0	7.1111	3415.5
598	0.9982	0.0	7.1078	3422.61
599	0.9982	0.0	7.0314	3429.64
600	0.9982	0.0	7.0182	3436.66
601	0.9982	0.0	7.1188	3443.78
602	0.9982	0.0	7.0058	3450.79
603	0.9982	0.0	7.0292	3457.82
604	0.9982	0.0	6.6879	3464.5
605	0.9982	0.0	8.5355	3473.04
606	0.9982	0.0	8.0588	3481.1
607	0.9982	0.0	7.4496	3488.55
608	0.9982	0.0	6.311	3494.86
609	0.9982	0.0	5.8415	3500.7
610	0.9982	0.0	6.5039	3507.2
611	0.9982	0.0	3.7098	3510.91
612	0.9982	0.0	2.3135	3513.23
613	0.9982	0.0	1.4129	3514.64
614	0.9982	0.0	0.3845	3515.02
615	0.9982	0.0	-0.2477	3514.78
616	0.9982	0.0	-0.4563	3514.32
617	0.9982	0.0	-0.8723	3513.45
618	0.9982	0.0	-1.2255	3512.22
619	0.9982	0.0	-1.4396	3510.78
620	0.9982	0.0	-1.8966	3508.89
621	0.9982	0.0	-1.8378	3507.05
622	0.9653	-0.5	-2.7847	3504.26
623	0.9259	-0.6	-3.5176	3500.75
624	0.8601	-1.0	-4.4559	3496.29
625	0.7943	-1.0	-3.2541	3493.04
626	0.7285	-1.0	-0.6021	3492.43
627	0.6627	-1.0	-4.702	3487.73
628	0.5969	-1.0	-3.3327	3484.4
629	0.5311	-1.0	-3.5966	3480.8
630	0.4653	-1.0	-4.7879	3476.01
631	0.3995	-1.0	-4.3235	3471.69
632	0.3337	-1.0	-4.3825	3467.31
633	0.2811	-0.8	-1.8457	3465.46
634	0.2482	-0.5	-1.9652	3463.5
635	0.2351	-0.2	-2.1979	3461.3
636	0.2351	0.0	-2.0506	3459.25
637	0.2351	0.0	-0.0734	3459.18
638	0.2285	-0.1	2.5616	3461.74
639	0.2285	0.0	-0.3239	3461.41
640	0.2285	0.0	-1.3439	3460.07
641	0.2404	0.2	-0.346	3459.72
642	0.2522	0.2	4.2445	3463.97
643	0.2522	0.0	6.6222	3470.59
644	0.2522	0.0	6.5319	3477.12
645	0.2522	0.0	6.8849	3484.01
646	0.2522	0.0	6.509	3490.52
647	0.2522	0.0	6.0116	3496.53
648	0.2522	0.0	4.8155	3501.34
649	0.2522	0.0	5.9045	3507.25
650	0.2193	-0.5	3.8759	3511.12
651	0.2062	-0.2	6.7714	3517.9
652	0.193	-0.2	7.2989	3525.19
653	0.1272	-1.0	5.1791	3530.37
654	0.0614	-1.0	5.6463	3536.02
655	0.0022	-0.9	5.9333	3541.95
656	0.0022	0.0	9.2179	3551.17
657	0.0022	0.0	9.0064	3560.18
658	0.0022	0.0	8.9335	3569.11
659	0.0022	0.0	9.159	3578.27
660	0.0022	0.0	9.2194	3587.49
661	0.0022	0.0	9.028	3596.52
662	0.0022	0.0	9.1074	3605.62
663	0.0022	0.0	9.0627	3614.69
664	0.0022	0.0	9.0272	3623.71
665	0.0022	0.0	9.028	3632.74
